접수날짜,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
2023-02-09,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-02-15,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-12-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-02-11,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-02,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-02-06,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-03-29,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-06-27,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-12-31,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-03-30,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2022-11-27,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-08-03,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-01-14,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-11-11,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-05-14,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2021-05-02,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-11-13,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-07-23,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-01-18,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-07-16,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-10-30,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-02-03,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-08-17,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-03-17,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-06-19,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-05-09,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-12-11,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2022-06-15,기능,화면,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2023-03-08,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-04-06,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-01-07,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2022-12-25,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2023-03-14,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2021-06-22,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2022-04-10,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2021-03-28,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-01-16,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2022-04-03,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2021-05-08,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-09-28,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-09-01,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-12-05,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-04-22,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-12-09,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-04-03,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2023-05-14,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-02-13,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
2021-11-14,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-02-26,기능,화면,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-11-15,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-02-04,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2022-09-20,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2021-03-10,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
2023-05-08,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-05-15,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-06-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-04-15,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-09-06,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-06-28,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2022-07-24,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-09-21,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2023-01-04,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-05-27,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-01-07,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-07-11,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-01-15,기능,화면,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-03-06,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-07-27,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-01-09,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-11-24,기능,화면,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
2021-12-19,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-01-28,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-04-04,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-09-23,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-01-20,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-07-11,기능,화면,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-12-17,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-04-24,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-12-28,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-01-20,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
2022-07-30,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-06-02,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-04-04,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-08-10,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-01-21,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-01-13,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-10-26,기능,화면,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-07-01,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-06-04,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-01-14,기능,화면,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
2022-04-10,기능,화면,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
2021-12-01,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-09-23,기능,화면,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-02-19,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-04-06,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2022-11-10,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-10-17,기능,화면,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
2022-09-22,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-10-25,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
2023-01-21,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-05-08,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-07-21,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-05-15,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2023-03-25,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-04-14,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-04-20,기능,화면,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
2021-04-03,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-08-31,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-11-18,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2021-02-06,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-01-04,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-01-29,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-07-04,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-12-21,기능,화면,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-01-04,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-02-25,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-02-21,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-01-03,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
2023-05-21,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-04-01,기능,화면,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
2022-10-01,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-01-07,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2021-06-10,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-01-13,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-01-27,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2021-01-25,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-07-14,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
2021-10-07,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2022-09-23,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-03-28,기능,화면,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
2022-06-18,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-07-20,기능,화면,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
2021-12-07,기능,화면,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2021-11-11,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2023-05-11,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-02-28,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2023-04-02,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-05-20,기능,화면,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-01-24,기능,화면,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2022-12-20,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-08-29,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-04-23,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-09-14,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
2021-01-25,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2022-04-11,기능,화면,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
2023-04-24,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-06-13,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2021-11-02,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2022-01-08,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-01-05,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-11-18,기능,화면,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
2021-07-20,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2023-03-08,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
2021-05-22,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
2021-02-23,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
2021-12-14,기능,화면,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
2021-12-29,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
2021-12-08,기능,화면,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
2022-02-25,기능,화면,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
2023-02-09,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
2022-08-31,기능,화면,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
2022-02-05,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
2023-04-14,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
